"","id","label","measure","CM"
"270",270,"D Mareschal",4,"degree"
"271",271,"N Kacinik",1,"degree"
"272",272,"C Chiarello",1,"degree"
"273",273,"G Lupyan",1,"degree"
"274",274,"E Fleischman",1,"degree"
"275",275,"R Jones",6,"degree"
"276",276,"M Garagnani",2,"degree"
"277",277,"S Kuehne",1,"degree"
"278",278,"K Forbus",1,"degree"
"279",279,"M Matessa",4,"degree"
"280",280,"A Vera",6,"degree"
"281",281,"R Remington",4,"degree"
"282",282,"M Freed",4,"degree"
"283",283,"B John",4,"degree"
"284",284,"A Feeney",1,"degree"
"285",285,"D Gardiner",1,"degree"
"286",286,"L Jerzykiewicz",1,"degree"
"287",287,"Y Hagmayer",1,"degree"
"288",288,"M Waldmann",1,"degree"
"289",289,"B Ans",3,"degree"
"290",290,"S Rousset",3,"degree"
"291",291,"S Musca",3,"degree"
"292",292,"T Booth",1,"degree"
"293",293,"J Zwickel",1,"degree"
"294",294,"K Cottrell",1,"degree"
"295",295,"H Xing",2,"degree"
"296",296,"H Shu",2,"degree"
"297",297,"P Li",4,"degree"
"298",298,"C Jonker",1,"degree"
"299",299,"J Treur",1,"degree"
"300",300,"M McGregor",1,"degree"
"301",301,"M Chi",4,"degree"
"302",302,"S Brown-Schmidt",2,"degree"
"303",303,"G Boella",1,"degree"
"304",304,"L Lesmo",1,"degree"
"305",305,"B Mak",5,"degree"
"306",306,"L Lo",2,"degree"
"307",307,"T Reimer",2,"degree"
"308",308,"K Opwis",2,"degree"
"309",309,"A Bornstein",2,"degree"
"310",310,"E Altmann",1,"degree"
"311",311,"W Wai",1,"degree"
"312",312,"J Moss",2,"degree"
"313",313,"K Kotovsky",2,"degree"
"314",314,"J Cagan",2,"degree"
"315",315,"C Chewar",1,"degree"
"316",316,"D McCrickard",1,"degree"
"317",317,"L Triona",3,"degree"
"318",318,"R Engle",1,"degree"
"319",319,"M Scheessele",1,"degree"
"320",320,"Z Pizlo",1,"degree"
"321",321,"J Rehling",2,"degree"
"322",322,"R Baker",2,"degree"
"323",323,"A Corbett",2,"degree"
"324",324,"D Calvillo",1,"degree"
"325",325,"R Revlin",1,"degree"
"326",326,"K Norman",2,"degree"
"327",327,"B Burns",4,"degree"
"328",328,"T Park",2,"degree"
"329",329,"P Lee",5,"degree"
"330",330,"H Tappe",2,"degree"
"331",331,"A Klippel",2,"degree"
"332",332,"H Shirouzu",1,"degree"
"333",333,"N Miyake",1,"degree"
"334",334,"Y Yang",2,"degree"
"335",335,"L Connell",1,"degree"
"336",336,"M Keane",2,"degree"
"337",337,"H Liu",2,"degree"
"338",338,"L Saner",4,"degree"
"339",339,"L Leach",1,"degree"
"340",340,"C Kello",1,"degree"
"341",341,"H Ogasawara",1,"degree"
"342",342,"T Ohno",1,"degree"
"343",343,"Z Arzi-Gonczarowski",2,"degree"
"344",344,"A Harrison",4,"degree"
"345",345,"C Cookson",4,"degree"
"346",346,"D Kunder",4,"degree"
"347",347,"O Coelho",5,"degree"
"348",348,"E Françozo",5,"degree"
"349",349,"E Albano",5,"degree"
"350",350,"L Roces",5,"degree"
"351",351,"P Arantes",5,"degree"
"352",352,"R Basso",5,"degree"
"353",353,"Y Lee",1,"degree"
"354",354,"H Lin",1,"degree"
"355",355,"W Vidal",2,"degree"
"356",356,"M Yip",2,"degree"
"357",357,"T Matsuka",2,"degree"
"358",358,"J Corter",2,"degree"
"359",359,"A Markman",2,"degree"
"360",360,"P Pavlik",1,"degree"
"361",361,"A Fisher",1,"degree"
"362",362,"W Sieck",2,"degree"
"363",363,"J Yates",1,"degree"
"364",364,"A Linhares",2,"degree"
"365",365,"Z Estes",2,"degree"
"366",366,"C Gonzalez",2,"degree"
"367",367,"M Jones",1,"degree"
"368",368,"M Pourbaix",1,"degree"
"369",369,"A Soares",4,"degree"
"370",370,"S Bringsjord",1,"degree"
"371",371,"M Crosby",2,"degree"
"372",372,"C Ikehara",2,"degree"
"373",373,"D Chin",2,"degree"
"374",374,"A Samsonovich",2,"degree"
"375",375,"S Kleinbeck",3,"degree"
"376",376,"U Schmid",3,"degree"
"377",377,"T Wong",1,"degree"
"378",378,"A Chau",3,"degree"
"379",379,"W Reader",1,"degree"
"380",380,"T Kojima",1,"degree"
"381",381,"T Kusumi",1,"degree"
"382",382,"R Vollmeyer",2,"degree"
"383",383,"F Rheinberg",2,"degree"
"384",384,"C Lima",1,"degree"
"385",385,"L Schmorrow",1,"degree"
"386",386,"A Kruse",1,"degree"
"387",387,"J Morrison",2,"degree"
"388",388,"M Caetano",1,"degree"
"389",389,"D Lynott",1,"degree"
"390",390,"T Lee",2,"degree"
"391",391,"J Whalen",1,"degree"
"392",392,"F Morelli",1,"degree"
"393",393,"D Casasanto",1,"degree"
"394",394,"Y Chou",1,"degree"
"395",395,"R Shillcock",1,"degree"
"396",396,"H Voicu",2,"degree"
"397",397,"C Pessanha",1,"degree"
"398",398,"D Oppenheimer",2,"degree"
"399",399,"A Kincannon",3,"degree"
"400",400,"C Espinel",2,"degree"
"401",401,"S Nellen",1,"degree"
"402",402,"J Funke",1,"degree"
"403",403,"M Gorman",1,"degree"
"404",404,"A Wang-on",1,"degree"
"405",405,"J Spinks",1,"degree"
"406",406,"R Carlson",5,"degree"
"407",407,"W Schneider",2,"degree"
"408",408,"R Wray",5,"degree"
"409",409,"H Henninger",5,"degree"
"410",410,"W E",5,"degree"
"411",411,"C Scott",5,"degree"
"412",412,"J S",5,"degree"
"413",413,"C Lebiere",2,"degree"
"414",414,"S Wood",1,"degree"
"415",415,"M Byrne",1,"degree"
"416",416,"L Coward",2,"degree"
"417",417,"J Carroll",2,"degree"
"418",418,"T Kubose",2,"degree"
"419",419,"D Jordan",2,"degree"
"420",420,"M Suwa",2,"degree"
"421",421,"M Lovett",2,"degree"
"422",422,"S Luan",2,"degree"
"423",423,"R Sorkin",2,"degree"
"424",424,"J Itzkowitz",2,"degree"
"425",425,"A Tokosumi",1,"degree"
"426",426,"N Yoshimine",1,"degree"
"427",427,"K Coventry",3,"degree"
"428",428,"A Cangelosi",3,"degree"
"429",429,"D Joyce",3,"degree"
"430",430,"L Richards",3,"degree"
"431",431,"M Hegarty",2,"degree"
"432",432,"J Zacks",3,"degree"
"433",433,"J Kolodner",2,"degree"
"434",434,"S Doane",1,"degree"
"435",435,"D Carruth",1,"degree"
"436",436,"N Stein",1,"degree"
"437",437,"E Albro",1,"degree"
"438",438,"P Gupta",1,"degree"
"439",439,"J Lipinski",1,"degree"
"440",440,"X Hu",7,"degree"
"441",441,"M Ventura",7,"degree"
"442",442,"A Olney",7,"degree"
"443",443,"M Louwerse",7,"degree"
"444",444,"N Person",7,"degree"
"445",445,"T Landauer",2,"degree"
"446",446,"P Slezak",2,"degree"
"447",447,"S Guerlain",2,"degree"
"448",448,"J Clement",2,"degree"
"449",449,"L Stevenson",3,"degree"
"450",450,"D Cassenti",3,"degree"
"451",451,"I Farkaš",1,"degree"
"452",452,"S Chaigneau",1,"degree"
"453",453,"L Barsalou",1,"degree"
"454",454,"R Holt",4,"degree"
"455",455,"J Hansberger",4,"degree"
"456",456,"R Chong",3,"degree"
"457",457,"D Boehm-Davis",4,"degree"
"458",458,"S Brem",2,"degree"
"459",459,"P Shah",5,"degree"
"460",460,"E Freeman",5,"degree"
"461",461,"S Kirschenbaum",5,"degree"
"462",462,"M Hegart",5,"degree"
"463",463,"K Gluck",1,"degree"
"464",464,"B MacWhinney",1,"degree"
"465",465,"T Zentall",2,"degree"
"466",466,"S Card",2,"degree"
"467",467,"D Woods",2,"degree"
"468",468,"R Alterman",3,"degree"
"469",469,"A Feinman",3,"degree"
"470",470,"S Landsman",3,"degree"
"471",471,"J Introne",3,"degree"
"472",472,"M Diez",3,"degree"
"473",473,"R Shiffrin",2,"degree"
"474",474,"J Stasko",2,"degree"
"475",475,"J Xiao",2,"degree"
"476",476,"S Dumais",3,"degree"
"477",477,"W Geisler",3,"degree"
"478",478,"J Raaijmakers",3,"degree"
"479",1,"S Schworm",0.00209643605870021,"close"
"480",2,"A Renkl",0.00209643605870021,"close"
"481",3,"K Scheiter",0.00211416490486258,"close"
"482",4,"P Gerjets",0.00211416490486258,"close"
"483",5,"F Lee",0.00209643605870021,"close"
"484",6,"N Taatgen",0.00209643605870021,"close"
"485",7,"L Engle",0.00210525386625238,"close"
"486",8,"K Holyoak",0.00210526315789474,"close"
"487",9,"J Stigler",0.00210525386625238,"close"
"488",10,"R Noel",0.00209643605870021,"close"
"489",11,"S Acchione-Noel",0.00209643605870021,"close"
"490",12,"C Luhmann",0.00210084033613445,"close"
"491",13,"W Ahn",0.00210084033613445,"close"
"492",14,"T Palmeri",0.00210084033613445,"close"
"493",15,"S Trickett",0.00213209132681339,"close"
"494",16,"J Trafton",0.00213216756959717,"close"
"495",17,"A Raftopoulos",0.00210084033613445,"close"
"496",18,"A Demetriou",0.00210083108349152,"close"
"497",19,"A Wills",0.00209643605870021,"close"
"498",20,"F Missier",0.00209643605870021,"close"
"499",21,"D Fum",0.00209643605870021,"close"
"500",22,"A Henninger",0.00210084033613445,"close"
"501",23,"A Gonzalez",0.00210084033613445,"close"
"502",24,"D Reece",0.00210084033613445,"close"
"503",25,"H Yoshida",0.00210969531046135,"close"
"504",26,"L Smith",0.00210970464135021,"close"
"505",27,"R West",0.00210084033613445,"close"
"506",28,"R Boring",0.00210084033613445,"close"
"507",29,"S Moore",0.00210084033613445,"close"
"508",30,"S Sloman",0.00209643605870021,"close"
"509",31,"D Lagnado",0.00209643605870021,"close"
"510",32,"D Navarro",0.00210084033613445,"close"
"511",33,"M Lee",0.00210084033613445,"close"
"512",34,"J Magnuson",0.00211860642777195,"close"
"513",35,"M Tanenhaus",0.00211864406779661,"close"
"514",36,"R Aslin",0.00211860642777195,"close"
"515",37,"S Gennari",0.00209643605870021,"close"
"516",38,"D Poeppel",0.00209643605870021,"close"
"517",39,"J Franke",0.00210084033613445,"close"
"518",40,"J Daniels",0.00210084033613445,"close"
"519",41,"D McFarlane",0.00210084033613445,"close"
"520",42,"I Ash",0.00210083108349152,"close"
"521",43,"J Wiley",0.00210084033613445,"close"
"522",44,"P Wolff",0.00209643605870021,"close"
"523",45,"M Zettergren",0.00209643605870021,"close"
"524",46,"R Sun",0.00210084033613445,"close"
"525",47,"C Terry",0.00210083108349152,"close"
"526",48,"D Salvucci",0.00209205020920502,"close"
"527",49,"E Colunga",0.00210967664893123,"close"
"528",50,"M Atherton",0.00209205020920502,"close"
"529",51,"B Rehder",0.00209643605870021,"close"
"530",52,"R Burnett",0.00209643605870021,"close"
"531",53,"A Hansson",0.00209643605870021,"close"
"532",54,"L Niklasson",0.00209643605870021,"close"
"533",55,"M Avraamides",0.00210526315789474,"close"
"534",56,"H Mammar",0.00209643605870021,"close"
"535",57,"F Bernard",0.00209643605870021,"close"
"536",58,"L Boroditsky",0.00210969531046135,"close"
"537",59,"K Cho",0.00214121227628372,"close"
"538",60,"C Schunn",0.00214129878525063,"close"
"539",61,"A Lesgold",0.00214121227628372,"close"
"540",62,"K Koedinger",0.00210526315789474,"close"
"541",63,"A Terao",0.00210524457469205,"close"
"542",64,"D Freudenthal",0.00210084033613445,"close"
"543",65,"J Pine",0.00210084033613445,"close"
"544",66,"F Gobet",0.00210084033613445,"close"
"545",67,"C Bearman",0.00210525386625238,"close"
"546",68,"L Ball",0.00210526315789474,"close"
"547",69,"T Ormerod",0.00210525386625238,"close"
"548",70,"Y Choe",0.00209205020920502,"close"
"549",71,"H Olsson",0.00209643605870021,"close"
"550",72,"P Juslin",0.00209643605870021,"close"
"551",73,"G Cottrell",0.00210084033613445,"close"
"552",74,"K Branson",0.00210084033613445,"close"
"553",75,"A Calder",0.00210084033613445,"close"
"554",76,"S Chin-Parker",0.00209643605870021,"close"
"555",77,"B Ross",0.00209643605870021,"close"
"556",78,"B Morris",0.00214126033595791,"close"
"557",79,"D Klahr",0.00214117383009763,"close"
"558",80,"T O’Reilly",0.00210083108349152,"close"
"559",81,"D McNamara",0.00210084033613445,"close"
"560",82,"M Swift",0.00211861583765273,"close"
"561",83,"E Campana",0.0021186252476171,"close"
"562",84,"J Allen",0.00211861583765273,"close"
"563",85,"Y Sun",0.00210970464135021,"close"
"564",86,"R Tweney",0.00210970464135021,"close"
"565",87,"D Yarlett",0.00210966731828998,"close"
"566",88,"M Ramscar",0.00210969531046135,"close"
"567",89,"J Henst",0.00212761212337474,"close"
"568",90,"S Rossi",0.00212755518485645,"close"
"569",91,"W Schroyens",0.00212755518485645,"close"
"570",92,"D Holliway",0.00209205020920502,"close"
"571",93,"J Jarmasz",0.00209205020920502,"close"
"572",94,"T Gureckis",0.00209643605870021,"close"
"573",95,"B Love",0.00209643605870021,"close"
"574",96,"W Sakas",0.00209643605870021,"close"
"575",97,"E Nishimoto",0.00209643605870021,"close"
"576",98,"F Guo",0.00210524457469205,"close"
"577",99,"S Beller",0.00209205020920502,"close"
"578",100,"A Masnick",0.00214117383009763,"close"
"579",101,"S Chow",0.00209643605870021,"close"
"580",102,"J Nesselroade",0.00209643605870021,"close"
"581",103,"R Byrne",0.00209643605870021,"close"
"582",104,"C Walsh",0.00209643605870021,"close"
"583",105,"J Hicks",0.00211859701797476,"close"
"584",106,"J Oberlander",0.00211864406779661,"close"
"585",107,"C Wendelken",0.00210084033613445,"close"
"586",108,"L Shastri",0.00210084033613445,"close"
"587",109,"R Ping",0.00210969531046135,"close"
"588",110,"E Davis",0.00210969531046135,"close"
"589",111,"J Stefanucci",0.00209643605870021,"close"
"590",112,"D Proffitt",0.00209643605870021,"close"
"591",113,"R Goldstone",0.00209643605870021,"close"
"592",114,"B Rogosky",0.00209643605870021,"close"
"593",115,"H Neth",0.0021141180537704,"close"
"594",116,"S Payne",0.00211415553447802,"close"
"595",117,"A Howes",0.00211414616417652,"close"
"596",118,"J Richardson",0.00211413679395809,"close"
"597",119,"N McNeil",0.00210083108349152,"close"
"598",120,"M Alibali",0.00210084033613445,"close"
"599",121,"W Schaeken",0.00212764059377676,"close"
"600",122,"W Schoppek",0.00209205020920502,"close"
"601",123,"C Conway",0.00210083108349152,"close"
"602",124,"M Christiansen",0.00210084033613445,"close"
"603",125,"J Marshall",0.00209205020920502,"close"
"604",126,"P Maglio",0.00211416490486258,"close"
"605",127,"T Matlock",0.00211415553447802,"close"
"606",128,"S Gould",0.00211415553447802,"close"
"607",129,"D Koons",0.00211415553447802,"close"
"608",130,"C Campbell",0.00211415553447802,"close"
"609",131,"T Griffiths",0.00210967664893123,"close"
"610",132,"M Steyvers",0.00210970464135021,"close"
"611",133,"A Corrigan-Halpern",0.00209643605870021,"close"
"612",134,"S Ohlsson",0.00209643605870021,"close"
"613",135,"I Katz",0.00213212944752369,"close"
"614",136,"X Xi",0.00213212944752369,"close"
"615",137,"H Kim",0.00213212944752369,"close"
"616",138,"P Cheng",0.00213218663114512,"close"
"617",139,"K Miwa",0.00210526315789474,"close"
"618",140,"N Ishii",0.00210526315789474,"close"
"619",141,"H Saito",0.00210526315789474,"close"
"620",142,"R Nakaike",0.00210526315789474,"close"
"621",143,"R French",0.00212765957446809,"close"
"622",144,"C Labiouse",0.00212759314353002,"close"
"623",145,"R Bod",0.00209205020920502,"close"
"624",146,"S Scott",0.00209205020920502,"close"
"625",147,"N Verschueren",0.00212759314353002,"close"
"626",148,"W Neys",0.00212759314353002,"close"
"627",149,"G d’Ydewalle",0.00212759314353002,"close"
"628",150,"J Quesada",0.00210084033613445,"close"
"629",151,"W Kintsch",0.00210084033613445,"close"
"630",152,"E Gomez",0.00210084033613445,"close"
"631",153,"M Dastani",0.00209643605870021,"close"
"632",154,"L Torre",0.00209643605870021,"close"
"633",155,"Y Gil",0.00209643605870021,"close"
"634",156,"J Kim",0.00209643605870021,"close"
"635",157,"T Ioerger",0.00210526315789474,"close"
"636",158,"L He",0.00210526315789474,"close"
"637",159,"D Lord",0.00210526315789474,"close"
"638",160,"P Tsang",0.00210526315789474,"close"
"639",161,"H Harris",0.00209205020920502,"close"
"640",162,"S Deutsch",0.00210083108349152,"close"
"641",163,"R Pew",0.00210084033613445,"close"
"642",164,"J Heiser",0.00211414616417652,"close"
"643",165,"B Tversky",0.00211414616417652,"close"
"644",166,"U Hahn",0.00210084033613445,"close"
"645",167,"M Prat-Sala",0.00210084033613445,"close"
"646",168,"E Pothos",0.00210084033613445,"close"
"647",169,"R Desai",0.00209643605870021,"close"
"648",170,"K Ashley",0.00209643605870021,"close"
"649",171,"E Chown",0.00209205020920502,"close"
"650",172,"M Steedman",0.00209205020920502,"close"
"651",173,"A Keselman",0.00212757416402393,"close"
"652",174,"V Patel",0.00212764059377676,"close"
"653",175,"I Umata",0.00210084033613445,"close"
"654",176,"Y Katagiri",0.00210084033613445,"close"
"655",177,"A Shimojima",0.00210084033613445,"close"
"656",178,"J Hemmerich",0.00210083108349152,"close"
"657",179,"T Komatsu",0.00210970464135021,"close"
"658",180,"K Suzuki",0.00210970464135021,"close"
"659",181,"K Ueda",0.00210970464135021,"close"
"660",182,"K Hiraki",0.00210970464135021,"close"
"661",183,"N Oka",0.00210970464135021,"close"
"662",184,"K Livingston",0.00210084033613445,"close"
"663",185,"J Andrews",0.00210084033613445,"close"
"664",186,"E Kuschner",0.00210084033613445,"close"
"665",187,"B Olde",0.00212765957446809,"close"
"666",188,"D Franceschetti",0.00212765957446809,"close"
"667",189,"A Graesser",0.00212765957446809,"close"
"668",190,"A Karnavat",0.00212761212337474,"close"
"669",191,"K Lagus",0.00210084033613445,"close"
