"","from","to"
"193","K Holyoak","H Lee"
"194","M Steyvers","P Hemmer"
"195","B McMurray","J Toscano"
"196","J Denrell","J Denrell"
"197","J Kaminski","A Heckler"
"198","V Sloutsky","A Heckler"
"199","V Sloutsky","J Kaminski"
"200","K Kurtz","K Kurtz"
"201","R Levy","N Smith"
"202","R French","J Thibaut"
"203","M Vezneva","J Thibaut"
"204","M Vezneva","R French"
"205","W Bridewell","P Langley"
"206","L Smith","C Yu"
"207","B Love","T Davis"
"208","R Rojas","H Lu"
"209","T Beckers","H Lu"
"210","T Beckers","R Rojas"
"211","A Yuille","H Lu"
"212","A Yuille","R Rojas"
"213","A Yuille","T Beckers"
"214","T Koschman","C Frederikson"
"215","B MacWhinney","C Frederikson"
"216","B MacWhinney","T Koschman"
"217","C Seifart","C Frederikson"
"218","C Seifart","T Koschman"
"219","C Seifart","B MacWhinney"
"220","E Shortliffe","C Frederikson"
"221","E Shortliffe","T Koschman"
"222","E Shortliffe","B MacWhinney"
"223","E Shortliffe","C Seifart"
"224","M Tanenhaus","S Cook"
"225","H Pashler","M Mozer"
"226","H Homaei","M Mozer"
"227","H Homaei","H Pashler"
"228","L Boroditsky","C Fausey"
"229","W Gray","W Gray"
"230","A Howes","S Lelis"
"231","P Palmer","B General"
"232","B McCandliss","J Yang"
"233","H Shu","J Yang"
"234","H Shu","B McCandliss"
"235","J Zevin","J Yang"
"236","J Zevin","B McCandliss"
"237","J Zevin","H Shu"
"238","Y Yeshurun","G Tenenbaum"
"239","S Edelman","G Tenenbaum"
"240","S Edelman","Y Yeshurun"
"241","J Busemeyer","J Busemeyer"
"252","K Forbus","E Tomai"
"253","D Baldwin","J Loucks"
"254","V Shalin","K Lippa"
"256","A Pereira","C Yu"
"257","A Pereira","L Smith"
"258","J Arciuli","P Monaghan"
"259","N Seva","P Monaghan"
"260","N Seva","J Arciuli"
"261","N Feldman","L Shi"
"262","T Griffiths","L Shi"
"263","T Griffiths","N Feldman"
"264","B Hayes","E Heit"
"265","U Konderding","E Wiese"
"266","U Schmid","E Wiese"
"267","U Schmid","U Konderding"
"268","R Harwood","C O'Donnell"
"269","B Gholson","C O'Donnell"
"270","B Gholson","R Harwood"
"271","A Graesser","C O'Donnell"
"272","A Graesser","R Harwood"
"273","A Graesser","B Gholson"
"274","S Craig","C O'Donnell"
"275","S Craig","R Harwood"
"276","S Craig","B Gholson"
"277","S Craig","A Graesser"
"278","W Ward","C O'Donnell"
"279","W Ward","R Harwood"
"280","W Ward","B Gholson"
"281","W Ward","A Graesser"
"282","W Ward","S Craig"
"283","R Cole","C O'Donnell"
"284","R Cole","R Harwood"
"285","R Cole","B Gholson"
"286","R Cole","A Graesser"
"287","R Cole","S Craig"
"288","R Cole","W Ward"
"289","G Biswas","C O'Donnell"
"290","G Biswas","R Harwood"
"291","G Biswas","B Gholson"
"292","G Biswas","A Graesser"
"293","G Biswas","S Craig"
"294","G Biswas","W Ward"
"295","G Biswas","R Cole"
"296","D Schwartz","C O'Donnell"
"297","D Schwartz","R Harwood"
"298","D Schwartz","B Gholson"
"299","D Schwartz","A Graesser"
"300","D Schwartz","S Craig"
"301","D Schwartz","W Ward"
"302","D Schwartz","R Cole"
"303","D Schwartz","G Biswas"
"304","K Catley","C O'Donnell"
"305","K Catley","R Harwood"
"306","K Catley","B Gholson"
"307","K Catley","A Graesser"
"308","K Catley","S Craig"
"309","K Catley","W Ward"
"310","K Catley","R Cole"
"311","K Catley","G Biswas"
"312","K Catley","D Schwartz"
"313","S Siler","C O'Donnell"
"314","S Siler","R Harwood"
"315","S Siler","B Gholson"
"316","S Siler","A Graesser"
"317","S Siler","S Craig"
"318","S Siler","W Ward"
"319","S Siler","R Cole"
"320","S Siler","G Biswas"
"321","S Siler","D Schwartz"
"322","S Siler","K Catley"
"323","R West","M Rutledge-Taylor"
"324","O Fellus","D Trumpower"
"325","M Byrne","M Byrne"
"326","T Griffin","J Wiley"
"327","K Thiede","J Wiley"
"328","K Thiede","T Griffin"
"329","V Kovic","G Westermann"
"330","N Ruh","G Westermann"
"331","N Ruh","V Kovic"
"332","N Goodman","Y Katz"
"333","K Kersting","Y Katz"
"334","K Kersting","N Goodman"
"335","C Kemp","Y Katz"
"336","C Kemp","N Goodman"
"337","C Kemp","K Kersting"
"338","J Tenenbaum","Y Katz"
"339","J Tenenbaum","N Goodman"
"340","J Tenenbaum","K Kersting"
"341","J Tenenbaum","C Kemp"
"342","G Ouellette","W Deslauriers"
"343","M Barnes","W Deslauriers"
"344","M Barnes","G Ouellette"
"345","J LeFevre","W Deslauriers"
"346","J LeFevre","G Ouellette"
"347","J LeFevre","M Barnes"
"348","M Pickering","G Malhotra"
"349","H Branigan","G Malhotra"
"350","H Branigan","M Pickering"
"351","J Bednar","G Malhotra"
"352","J Bednar","M Pickering"
"353","J Bednar","H Branigan"
"354","E Jones","D Landy"
"355","J Hummel","D Landy"
"356","J Hummel","E Jones"
"357","H Rijn","L Maanen"
"358","M Knauff","A Wolf"
"359","R Berwick","S Fong"
"360","X Song","T Wisdom"
"361","R Goldstone","T Wisdom"
"362","R Goldstone","X Song"
"363","P Kellman","T Clausner"
"364","E Palmer","T Clausner"
"365","E Palmer","P Kellman"
"366","D Gentner","N Sims"
"367","M Herschbach","M Herschbach"
"368","M Behrmann","M Tarr"
"369","C Koch","M Tarr"
"370","C Koch","M Behrmann"
"371","N Logothetis","M Tarr"
"372","N Logothetis","M Behrmann"
"373","N Logothetis","C Koch"
"374","R Malach","M Tarr"
"375","R Malach","M Behrmann"
"376","R Malach","C Koch"
"377","R Malach","N Logothetis"
"378","C Caldwell-Harris","J Berant"
"379","S Edelman","J Berant"
"380","S Edelman","C Caldwell-Harris"
"381","P Calvo","A Laakso"
"382","S Beller","A Bender"
"383","M Hoover","D Richardson"
"384","A Ghane","D Richardson"
"385","A Ghane","M Hoover"
"386","A Fischer","E Bonawitz"
"387","L Schulz","E Bonawitz"
"388","L Schulz","A Fischer"
"389","K Koedinger","J Booth"
"390","D Ichinco","M Frank"
"391","J Tenenbaum","M Frank"
"392","J Tenenbaum","D Ichinco"
"393","S Vattam","M Helms"
"394","A Goel","M Helms"
"395","A Goel","S Vattam"
"396","A Goel","M Kunda"
"397","P Bignoli","N Cassimatis"
"398","U Kurup","N Cassimatis"
"399","U Kurup","P Bignoli"
"400","F Martin","F Martin"
"401","L Smith","L Smith"
"402","L Boroditsky","L Boroditsky"
"403","E Ameel","S Verheyen"
"404","T Rogers","S Verheyen"
"405","T Rogers","E Ameel"
"406","G Storms","S Verheyen"
"407","G Storms","E Ameel"
"408","G Storms","T Rogers"
"409","W Troob","J Spencer"
"410","V Simmering","J Spencer"
"411","V Simmering","W Troob"
"412","G Lewis","R Azevedo"
"413","R Klatzky","R Azevedo"
"414","R Klatzky","G Lewis"
"415","E Siler","R Azevedo"
"416","E Siler","G Lewis"
"417","E Siler","R Klatzky"
"418","H Rijn","N Taatgen"
"419","G Schoner","J Spencer"
"420","R Cox","D Barker-Plummer"
"421","R Dale","D Barker-Plummer"
"422","R Dale","R Cox"
"423","J Etchemendy","D Barker-Plummer"
"424","J Etchemendy","R Cox"
"425","J Etchemendy","R Dale"
"426","M Blair","M Watson"
"427","K Plunkett","J Mayor"
"428","K Onishi","V Berthiaume"
"429","T Shultz","V Berthiaume"
"430","T Shultz","K Onishi"
"431","N Arias-Trejo","S Styles"
"432","K Plunkett","S Styles"
"433","K Plunkett","N Arias-Trejo"
"434","D Lagnado","E Yu"
"435","N Charter","E Yu"
"436","N Charter","D Lagnado"
"437","S Leslie","S Khemlani"
"438","S Glucksberg","S Khemlani"
"439","S Glucksberg","S Leslie"
"440","J Hampton","D Heussen"
"441","T Griffiths","J Austerweil"
"442","M Dalponte","B Murphy"
"443","M Poesio","B Murphy"
"444","M Poesio","M Dalponte"
"445","L Bruzzone","B Murphy"
"446","L Bruzzone","M Dalponte"
"447","L Bruzzone","M Poesio"
"448","A Fisher","A Fisher"
"449","D Plaut","B Armstrong"
"450","T Griffiths","F Reali"
"451","I Stag","L Casasanto"
"452","R Weiss","L Emberson"
"453","A Barbosa","L Emberson"
"454","A Barbosa","R Weiss"
"455","E Vatikiotis-Bateson","L Emberson"
"456","E Vatikiotis-Bateson","R Weiss"
"457","E Vatikiotis-Bateson","A Barbosa"
"458","M Spivey","L Emberson"
"459","M Spivey","R Weiss"
"460","M Spivey","A Barbosa"
"461","M Spivey","E Vatikiotis-Bateson"
"462","R Shahbazi","J Hsiao"
"463","G Cottrell","J Hsiao"
"464","G Cottrell","R Shahbazi"
"465","H Kobayashi","T Yasuda"
"466","J Yuan","C Quam"
"467","D Swingly","C Quam"
"468","D Swingly","J Yuan"
"469","R Berwick","P Niyogi"
"470","S Briner","P McCarthy"
"471","J Myers","P McCarthy"
"472","J Myers","S Briner"
"473","A Graesser","P McCarthy"
"474","A Graesser","S Briner"
"475","A Graesser","J Myers"
"476","D McNamara","P McCarthy"
"477","D McNamara","S Briner"
"478","D McNamara","J Myers"
"479","D McNamara","A Graesser"
"480","E Albro","E Albro"
"481","R Goldstone","T HIlls"
"482","P Todd","T HIlls"
"483","P Todd","R Goldstone"
"484","W Zuidema","G Borensztajn"
"486","R Bod","W Zuidema"
"487","J Weinberg","A D'Angiulli"
"488","R Grunau","A D'Angiulli"
"489","R Grunau","J Weinberg"
"490","C Hertzman","A D'Angiulli"
"491","C Hertzman","J Weinberg"
"492","C Hertzman","R Grunau"
"493","P Grebenkov","A D'Angiulli"
"494","P Grebenkov","J Weinberg"
"495","P Grebenkov","R Grunau"
"496","P Grebenkov","C Hertzman"
"497","T Jaeger","A Frank"
"498","R Beer","P Williams"
"499","M Gasser","P Williams"
"500","M Gasser","R Beer"
"501","R Cooper","N Ruh"
"502","D Mareschal","N Ruh"
"503","D Mareschal","R Cooper"
"504","T Konkle","T Brady"
"505","G Alvarez","T Brady"
"506","G Alvarez","T Konkle"
"507","A Pope","G Gunzelman"
"508","R Wray","G Gunzelman"
"509","R Wray","A Pope"
"510","B Best","G Gunzelman"
"511","B Best","A Pope"
"512","B Best","R Wray"
"513","J Trafton","G Gunzelman"
"514","J Trafton","A Pope"
"515","J Trafton","R Wray"
"516","J Trafton","B Best"
"517","E Fedorenko","M Frank"
"518","E Gibson","M Frank"
"519","E Gibson","E Fedorenko"
"520","R Hill","E Bard"
"521","M Foster","E Bard"
"522","M Foster","R Hill"
"523","A Perlman","E Pothos"
"524","D Edwards","E Pothos"
"525","D Edwards","A Perlman"
"526","T Gureckis","E Pothos"
"527","T Gureckis","A Perlman"
"528","T Gureckis","D Edwards"
"529","P Hines","E Pothos"
"530","P Hines","A Perlman"
"531","P Hines","D Edwards"
"532","P Hines","T Gureckis"
"533","N Chater","E Pothos"
"534","N Chater","A Perlman"
"535","N Chater","D Edwards"
"536","N Chater","T Gureckis"
"537","N Chater","P Hines"
"538","D Plaut","D Plaut"
"539","M Jones","B Johns"
"540","V Aleveen","R Salden"
"541","A Renkl","R Salden"
"542","A Renkl","V Aleveen"
"543","R Schwonke","R Salden"
"544","R Schwonke","V Aleveen"
"545","R Schwonke","A Renkl"
"546","C Kemp","T Griffiths"
"547","J Tenenbaum","T Griffiths"
"549","C Yu","D Yurovsky"
"550","A Shah","D Oppenheimer"
"551","A Alter","D Oppenheimer"
"552","A Alter","A Shah"
"553","L Samuelson","R Newman"
"554","P Gupta","R Newman"
"555","P Gupta","L Samuelson"
"556","J McClelland","J Anderson"
"557","L Smith","J Anderson"
"558","L Smith","J McClelland"
"559","E Hutchins","J Anderson"
"560","E Hutchins","J McClelland"
"561","E Hutchins","L Smith"
"562","L Barsalou","J Anderson"
"563","L Barsalou","J McClelland"
"564","L Barsalou","L Smith"
"565","L Barsalou","E Hutchins"
"566","D Gentner","J Anderson"
"567","D Gentner","J McClelland"
"568","D Gentner","L Smith"
"569","D Gentner","E Hutchins"
"570","D Gentner","L Barsalou"
"571","K Forbus","J Anderson"
"572","K Forbus","J McClelland"
"573","K Forbus","L Smith"
"574","K Forbus","E Hutchins"
"575","K Forbus","L Barsalou"
"576","K Forbus","D Gentner"
"577","B","J Anderson"
"578","B","J McClelland"
"579","B","L Smith"
"580","B","E Hutchins"
"581","B","L Barsalou"
"582","B","D Gentner"
"583","B","K Forbus"
"584","N William","J Anderson"
"585","N William","J McClelland"
"586","N William","L Smith"
"587","N William","E Hutchins"
"588","N William","L Barsalou"
"589","N William","D Gentner"
"590","N William","K Forbus"
"591","N William","B"
"592","M L.","J Anderson"
"593","M L.","J McClelland"
"594","M L.","L Smith"
"595","M L.","E Hutchins"
"596","M L.","L Barsalou"
"597","M L.","D Gentner"
"598","M L.","K Forbus"
"599","M L.","B"
"600","M L.","N William"
"601","A L.","J Anderson"
"602","A L.","J McClelland"
"603","A L.","L Smith"
"604","A L.","E Hutchins"
"605","A L.","L Barsalou"
"606","A L.","D Gentner"
"607","A L.","K Forbus"
"608","A L.","B"
"609","A L.","N William"
"610","A L.","M L."
"611","D Mirman","T Strauss"
"612","J Magnuson","T Strauss"
"613","J Magnuson","D Mirman"
"614","C Krumhansl","K Agres"
"615","P Slezak","P Slezak"
"616","S Kim","B Rheder"
"617","T Tenbrik","J Wiener"
"618","J Henschel","J Wiener"
"619","J Henschel","T Tenbrik"
"620","C Holscher","J Wiener"
"621","C Holscher","T Tenbrik"
"622","C Holscher","J Henschel"
"623","M Spivey","G Lupyan"
"624","L Casasanto","L Casasanto"
"625","M Stipicevic","R Lindsey"
"626","V Veksler","R Lindsey"
"627","V Veksler","M Stipicevic"
"628","W Gray","R Lindsey"
"629","W Gray","M Stipicevic"
"630","W Gray","V Veksler"
"631","H Smallman","M Hegarty"
"632","A Stull","M Hegarty"
"633","A Stull","H Smallman"
"634","S Ullman","S Ullman"
"635","B Johns","G Recchia"
"636","M Jones","G Recchia"
"638","M Xiang","P Engelhardt"
"639","F Ferreira","P Engelhardt"
"640","F Ferreira","M Xiang"
"641","F Bosco","R Angeleri"
"642","K Sacco","R Angeleri"
"643","K Sacco","F Bosco"
"644","M Zettin","R Angeleri"
"645","M Zettin","F Bosco"
"646","M Zettin","K Sacco"
"647","L Colle","R Angeleri"
"648","L Colle","F Bosco"
"649","L Colle","K Sacco"
"650","L Colle","M Zettin"
"651","B Bara","R Angeleri"
"652","B Bara","F Bosco"
"653","B Bara","K Sacco"
"654","B Bara","M Zettin"
"655","B Bara","L Colle"
"656","B Meder","Y Hagmayer"
"657","P Monaghan","M Clair"
"658","J Asmuth","D Gentner"
"659","R Ward","R Ward"
"663","W Vanpaelmel","W Voorspoels"
"664","G Storms","W Voorspoels"
"665","G Storms","W Vanpaelmel"
"666","J Magliano","S Todaro"
"667","K Millis","S Todaro"
"668","K Millis","J Magliano"
"669","D McNamara","S Todaro"
"670","D McNamara","J Magliano"
"671","D McNamara","K Millis"
"672","C Kurby","S Todaro"
"673","C Kurby","J Magliano"
"674","C Kurby","K Millis"
"675","C Kurby","D McNamara"
"676","A Woodward","E Cannon"
"677","G Mens","J Denrell"
"678","A Abrahamsen","W Bechtel"
"679","K Ohtsu","K Ohtsu"
"680","D Baldwin","M Meyer"
"681","H Kloos","H Kloos"
"682","B Nanay","B Nanay"
"683","J Spencer","A Buss"
"685","B Malt","E Ameel"
"686","B Malt","G Storms"
"687","F Assche","E Ameel"
"688","F Assche","G Storms"
"689","F Assche","B Malt"
"690","P Evans","I Rooji"
"691","M Muller","I Rooji"
"692","M Muller","P Evans"
"693","J Gedge","I Rooji"
"694","J Gedge","P Evans"
"695","J Gedge","M Muller"
"696","T Warehem","I Rooji"
"697","T Warehem","P Evans"
"698","T Warehem","M Muller"
"699","T Warehem","J Gedge"
"700","A Napoli","D Fum"
"701","A Stocco","D Fum"
"702","A Stocco","A Napoli"
"703","T Tenbrink","E Andonova"
"704","K Coventry","E Andonova"
"705","K Coventry","T Tenbrink"
"706","K Goedert","K Goedert"
"707","L Boroditsky","A Dils"
"708","J Mayor","V Gliozzi"
"709","J Hu","V Gliozzi"
"710","J Hu","J Mayor"
"711","K Plunkett","V Gliozzi"
"713","K Plunkett","J Hu"
"714","W Gray","B Veksler"
"715","V Savova","M Brown"
"716","E Gibson","M Brown"
"717","E Gibson","V Savova"
"718","E Veinott","S Mueller"
"719","J Zapf","M ettlinger"
"720","A Bradner","S Chin-Parker"
"721","W Gray","C Sims"
"722","J Laird","R Marinier"
"723","L Richland","L Richland"
"724","P Monaghan","G Pagliuca"
"725","R McIntosh","G Pagliuca"
"726","R McIntosh","P Monaghan"
"727","M Čerňanský","S Frank"
"728","E Davelaar","J Harbison"
"729","M Dougherty","J Harbison"
"730","M Dougherty","E Davelaar"
"731","D Brizan","W Sakas"
"735","J Dixon","D Mirman"
"736","J Dixon","J Magnuson"
"737","J Dixon","T Strauss"
"738","B Scassellati","C Yu"
"739","L Smith","S Hidaka"
"740","S Johnson","D Richardson"
